uid,canonical_key,title,authors_or_org,publisher,year,date,source_type,tier,language,geography,url,doi,arxiv_id,patent_number,jurisdiction,assignee,verification,access_level,peer_review_status,accepted,first_accessed,last_accessed,projects,used_in,n_occurrences,claim_supported,notes
Sb5507a7f30b8,url:stocktitan.net/news/scwo,374Water (SCWO) Stock News & Updates -- Q1 2026 results and contract portfolio,374Water Inc. (via StockTitan),,2026,,company,T2,en,US,https://www.stocktitan.net/news/SCWO/,,,,,,fetched,,not_applicable,True,2026-07-13T11:25:00Z,2026-07-13T11:25:00Z,06_Frontier_Idea_Research_2026-07,L01 | P3R2-A-22,5,"374Water (Nasdaq:SCWO) Q1 2026: revenue $551,155, gross margin 63% (up from 25% YoY); active contracts include Orlando PFAS-destruction hub ($3-5M annual revenue projected), OC San ($3M remaining milestones), St. Cloud MN ($600K); market cap $35.7M as of July 10, 2026.","Competitor benchmark: SCWO incumbent 374Water has a materially more diversified, multi-site commercial contract book than plasma's single DoD pilot -- a bigger commercial-traction gap than the idea's competition_outlook implies."
Sdceef6fc2cee,url:law.cornell.edu/uscode/text/42/19232,42 U.S.C. §19232 — Malign foreign talent recruitment program prohibition,,Cornell LII (U.S. Code),2022,2022,other,T2,en,,https://www.law.cornell.edu/uscode/text/42/19232,,,,,,snippet,,,,2026-07-03,2026-07-03,01_Startup_Opportunity_Research_2026-07 | 02_Novel_Lanes_Research_2026-07,02_MERGED_FULL_RANKING | INCUMBENTS | P-39 | POLICY_BRIEF,5,,
S9ad20b54033b,url:gigadevice.com.cn/about/news-and-event/media-coverage/800v-hvdc-commercialization,800V HVDC商用元年：国产MCU破解AIDC供电转型难题 (2026: The First Year of 800V HVDC Commercialization -- Domestic MCUs Address AIDC Power-Transition Challenges),GigaDevice Semiconductor Inc. (兆易创新),,2026,,news,T2,zh,CN,https://www.gigadevice.com.cn/about/news-and-event/media-coverage/800v-hvdc-commercialization,,,,,,fetched,,not_applicable,True,2026-07-13T02:45:00Z,2026-07-13T02:45:00Z,06_Frontier_Idea_Research_2026-07,L02 | P3R2-C-02,5,ByteDance announced large-scale 800V HVDC adoption in early 2025; China's 'East Data West Computing' program made 800V power a mandatory requirement for new AIDC construction; 2026 named industry 'first year of 800V HVDC commercialization.',"Published by a component vendor (GigaDevice) marketing its own MCU line -- vendor framing of product superiority is not independent validation, but the named buyer (ByteDance) and government program (East Data West Computing) are independently checkable public facts."
S828ce0d3017b,doi:10.1109/tpel.2024.3403670,A 1500-A/48-V-to-1-V Switching Bus Converter for Next-Generation Ultra-High-Power Processors,"Yicheng Zhu, Jiarui Zou, Robert C. N. Pilawa-Podgurski (UC Berkeley)",,2024,,academic,T1,en,US,https://doi.org/10.1109/TPEL.2024.3403670,10.1109/tpel.2024.3403670,,,,,fetched,,verified,True,2026-07-12T19:11:00Z,2026-07-12T19:11:00Z,06_Frontier_Idea_Research_2026-07,L02,5,Four-phase coupled-inductor 1500A 48V-to-1V bus converter design for future CPU/GPU power delivery.,Merged conference/journal preprint-final pair per dedup rule -- using final journal DOI (IEEE TPEL) as canonical instead of the APEC conference DOI or the eScholarship copy. Confirmed via Crossref.
Sf3cac996b281,url:iopscience.iop.org/article/10.1088/1742-6596/874/1/012091,A 166.6 MHz superconducting RF system for the HEPS storage ring,,"IOP Journal of Physics: Conference Series (IHEP, CAS)",2017,2017,academic,T1,en,,https://iopscience.iop.org/article/10.1088/1742-6596/874/1/012091,,,,,,fetched,,,,2026-07-03,2026-07-03,01_Startup_Opportunity_Research_2026-07 | 02_Novel_Lanes_Research_2026-07,02_MERGED_FULL_RANKING | DD-C35-03 | DD_C35 | INCUMBENTS,5,,
S1dc6046a48db,doi:10.1109/jssc.2025.3530472,A 76.9 ppm/K Nano-Watt PVT-Insensitive CMOS Voltage Reference Operating From 4 to 300 K for Integrated Cryogenic Quantum Interface,"Wang, Jing; He, Jun; Law, Man-Kay; Wang, Xinzhe; Liang, Futian; Cheng, Lin (University of Science and Technology of China; University of Macau)",,2025,,academic,T1,en,CN,https://doi.org/10.1109/JSSC.2025.3530472,10.1109/jssc.2025.3530472,,,,,fetched,,verified,True,2026-07-12,2026-07-12,06_Frontier_Idea_Research_2026-07,L13,5,"IEEE Journal of Solid-State Circuits, vol 60, issue 9, pp. 3242-3256 (Sept 2025); a 76.9 ppm/K, nanowatt-power, PVT-insensitive CMOS voltage reference operating from 4K to 300K without trimming, for integrated cryogenic quantum interfaces, fabricated in standard 180nm CMOS -- corroborated by the USTC news-office announcement (fetched previously, Feb 12 2025 dateline) describing the same 195-304 nW power, 1.045V average output, 0.72% voltage fluctuation, calibration-free operation across batches.","VERIFIER REPLACEMENT: the raw record was based solely on a USTC news-office article describing an unlocated JSSC paper with no DOI (rated academic_peer_reviewed T1 without a verifiable record). This session located and Crossref-confirmed the actual peer-reviewed paper (DOI 10.1109/jssc.2025.3530472), and title/authors/venue/url/doi/canonical_key were updated to the verified final paper per the preprint/secondary-report-to-final-version replacement rule. Original news-office URL retained only as corroboration in claim_supported/locator."
S327e04ec929c,url:naes.com/understanding-nerc-prc-028-prc-029-and-prc-030,"A New Era of Inverter-Based Resource Compliance: Understanding NERC PRC-028, PRC-029, and PRC-030",NAES Corporation,,2026,,news,T2,en,US,https://www.naes.com/understanding-nerc-prc-028-prc-029-and-prc-030/,,,,,,fetched,,not_applicable,True,2026-07-13T00:00:00Z,2026-07-13T00:00:00Z,06_Frontier_Idea_Research_2026-07,L08 | P3R2-F-06,5,"PRC-029-1 'will take effect on October 1, 2026, for Bulk Electric System (BES) facilities'; PRC-028-1 'became effective on April 1, 2025' with 'full compliance required by January 1, 2030'; PRC-030-1 requires qualifying-event analysis within 90 days.","Independent second US demand source and second primary/official 2028-2035 timing trigger for P3R2-F-06 (NERC PRC-028 full compliance by Jan 1 2030), separate from the Southern Spirit project."
Sbac45ce7687a,url:abb.com/global/en/industries/marine/solutions/power/onboard-dc-grid,ABB Onboard DC Grid — modular power system platform for ships (scaling to ~50 MW),,ABB,,,other,T3,en,,https://www.abb.com/global/en/industries/marine/solutions/power/onboard-dc-grid,,,,,,snippet,,,,2026-07-03,2026-07-03,01_Startup_Opportunity_Research_2026-07 | 02_Novel_Lanes_Research_2026-07,30_PHASE3_SCORING/REDTEAM_C01.md | DD-C01-25 | DD_C01 | RT-C01-05,5,,
S96d2e436d99e,url:aecouncil.com/documents/aec_q101_rev_e_base_document.pdf,AEC-Q101 Rev E — Failure Mechanism Based Stress Test Qualification for Discrete Semiconductors in Automotive Applications,,Automotive Electronics Council,2021,2021-03-01,other,T1,en,,http://www.aecouncil.com/Documents/AEC_Q101_Rev_E_Base_Document.pdf,,,,,,snippet,,,,2026-07-03,2026-07-03,01_Startup_Opportunity_Research_2026-07 | 02_Novel_Lanes_Research_2026-07,02_MERGED_FULL_RANKING | DD-C21-06 | DD_C21 | INCUMBENTS,5,,
Sd46208da6caa,url:powermag.com/superconductor-motor-for-navy-passes-full-power-test,AMSC and Northrop Grumman Announce Successful Load Testing of 36.5 Megawatt Superconductor Ship Propulsion Motor for U.S. Navy,American Superconductor Corp. (AMSC) / Northrop Grumman / U.S. Navy Office of Naval Research; POWER Magazine,,2009,,news,T2,en,US,https://www.powermag.com/superconductor-motor-for-navy-passes-full-power-test/,,,,,,fetched,,not_applicable,True,2026-07-12T18:30:00Z,2026-07-12T18:30:00Z,06_Frontier_Idea_Research_2026-07,L03,5,"AMSC and Northrop Grumman, under an Office of Naval Research contract, completed full-power testing (January 2009) of a 36.5MW (49,000hp) HTS ship-propulsion motor at the Navy's Integrated Power System Land-Based Test Site in Philadelphia -- the first full-power test of an electric propulsion motor sized for a large Navy combatant, doubling the Navy's prior power-rating test record; the motor is less than half the size/weight of the baseline DDG 1000 propulsion motor.","URL SWAPPED: the raw record's eepower.com URL returned HTTP 403 on re-attempt this session; powermag.com was independently fetched and corroborates and refines the same facts (distinguishing March 2007 factory acceptance testing from the January 2009 full-power/load test, both real milestones in the same program). Also corroborated via defensemirror.com and controleng.com headlines seen in search (not independently fetched)."
Sbe534daae1e9,url:electronicsweekly.com/news/business/asml-1000w-light-source-to-deliver-330wph-euv-processing-by-2030-2026-02,ASML 1000W light source to deliver 330wph EUV processing by 2030,Electronics Weekly,,2026,,news,T2,en,GB | NL,https://www.electronicsweekly.com/news/business/asml-1000w-light-source-to-deliver-330wph-euv-processing-by-2030-2026-02/,,,,,,fetched,,not_applicable,True,2026-07-13T00:00:00Z,2026-07-13T00:00:00Z,06_Frontier_Idea_Research_2026-07,L12 | P3R2-D-11,5,"ASML developed a 1000W EUV light source (doubling tin-droplet rate to 100,000/s with two-pulse shaping vs. single pulse) to raise High-NA throughput from 220 to 330 wph by 2030, using its existing CO2-driven architecture; ASML's lead EUV-source technologist Michael Purvis states a 'reasonably clear path toward 1,500 watts, and no fundamental reason why we couldn't get to 2,000 watts,' with no mention of switching drive wavelength.",Directly contradicts the seed's demand_trigger framing that EUV power-roadmap pressure creates urgency for a 2-micron drive-laser switch; load-bearing for the D-11 G1 FAIL verdict on the demand leg.
S107aafb328d4,url:fool.com/investing/2026/04/20/asml-just-got-hit-by-a-new-china-export-threat-is,ASML Just Got Hit by a New China Export Threat. Is This a Buying Opportunity or a Red Flag?,The Motley Fool,,2026,,news,T2,en,CN | NL | US,https://www.fool.com/investing/2026/04/20/asml-just-got-hit-by-a-new-china-export-threat-is/,,,,,,fetched,,not_applicable,True,2026-07-13T00:00:00Z,2026-07-13T00:00:00Z,06_Frontier_Idea_Research_2026-07,L12 | P3R2-D-11,5,ASML guided China to ~20% of 2026 revenue (down from 33% in 2025); the proposed MATCH Act would ban export of DUV immersion systems to China and ban servicing of already-installed Chinese equipment; ASML has never shipped an EUV machine to China; most analysts estimate China is at least a decade from independent EUV capability.,"Establishes that D-11's product category (EUV drive-laser module) has no legal China market at all, now or through 2030-2034 -- decisive for the CN verdict."
S532f08bdfec3,url:braytonenergy.net/about-brayton,About Brayton - Brayton Energy,"Brayton Energy, LLC",,2026,,company,T2,en,US,https://www.braytonenergy.net/about-brayton/,,,,,,fetched,,not_applicable,True,2026-07-13T10:30:00Z,2026-07-13T10:30:00Z,06_Frontier_Idea_Research_2026-07,L09 | P3R2-D-16,5,"Brayton Energy LLC (Hampton, NH) is an independent merchant turbomachinery R&D house serving 80+ clients across government and industry programs, with founder heritage in solar-dynamic space power (Lockheed/Sanders).","Material correction to the seed's 'merchant multi-team supplier position is open' framing -- an independent merchant Brayton-turbomachinery supplier already exists, though not confirmed on FSP specifically."
Se268e48e66f4,url:spellmanhv.com/en/about,About Us - Spellman High Voltage Electronics Corporation,Spellman High Voltage Electronics Corporation,,2026,,company,T2,en,US,https://www.spellmanhv.com/en/About,,,,,,fetched,,not_applicable,True,2026-07-13T17:05:00Z,2026-07-13T17:05:00Z,06_Frontier_Idea_Research_2026-07,L05 | L06 | P3R2-F-20,5,"Spellman describes itself as 'the world's leading independent supplier of precision DC high voltage power supplies, X-Ray generators and Monoblock X-Ray sources'; over 2,100 employees; five design centers, six production centers, eight repair locations globally.",Confirms Spellman's scale/dominance as named in the idea record; tested against Advanced Energy (S08) for the P4 competitor-map requirement.
Sf608f3d20f43,url:stornetic.com/about-us,About Us - Stornetic,Stornetic GmbH (Enrichment Technology Limited),,2026,,company,T2,en,DE,https://www.stornetic.com/about-us,,,,,,fetched,,not_applicable,True,2026-07-13T12:20:00Z,2026-07-13T12:20:00Z,06_Frontier_Idea_Research_2026-07,L16 | P3R2-D-19,5,"Stornetic GmbH (Julich, Germany; subsidiary of Enrichment Technology Limited) makes composite carbon-fiber flywheels (EnWheel) derived from 40 years of uranium-centrifuge manufacturing heritage; installations at EDF (France), KIT (Germany), Nippon Koei (Japan); no datacenter-specific deployment found.",Close architectural analog to the seed's proposed composite-rotor/AMB design; a credible European competitor not yet in the AI-datacenter niche specifically.
S933e3b96cb62,url:dcflex.epri.com/about-us,About Us — DCFlex (Data Center Flexible Load Initiative),,EPRI,2026,2026,other,T2,en,,https://dcflex.epri.com/about-us,,,,,,fetched,,,,2026-07-03,2026-07-03,01_Startup_Opportunity_Research_2026-07 | 02_Novel_Lanes_Research_2026-07,02_MERGED_FULL_RANKING | Constellation | DCFlex members include ERCOT | DD-C08-17 | DD_C08 | Google | INCUMBENTS | Meta | NVIDIA | RTE | Vistra | demonstration program | goal: data centers supporting/stabilizing the grid,5,,
Sf51da7559508,url:datacenterrichness.substack.com/p/accelsius-is-building-for-a-two-phase,Accelsius is Building for a Two-Phase Future,"Data Center Richness (independent newsletter), reporting Accelsius, Inc. Series B",,2026,,news,T2,en,US,https://datacenterrichness.substack.com/p/accelsius-is-building-for-a-two-phase,,,,,,fetched,,not_applicable,True,2026-07-13T03:45:00Z,2026-07-13T03:45:00Z,06_Frontier_Idea_Research_2026-07,L14 | P3R2-C-04 | P3R2-C-05,5,"Accelsius closed $65M Series B (Jan 12 2026, led by Johnson Controls, with Legrand); NeuCool IR150 rack delivers up to 150kW/42U two-phase direct-to-chip cooling; named customer DarkNX (300MW Ontario campus); fluid PFAS-status not disclosed in this article.",Competitor evidence for C-04's two-phase cooling niche; do not assume Accelsius fluid is PFAS-free -- unconfirmed. Also evidences a growing multi-vendor qualification burden relevant to C-05's metrology thesis.
Sbc7612009bb9,url:whitehouse.gov/presidential-actions/2026/01/adjusting-imports-of-semiconductors-semiconductor-manufacturing-equipment-and-their-derivative-products-into-the-united-states,"Adjusting Imports of Semiconductors, Semiconductor Manufacturing Equipment, and Their Derivative Products Into the United States",The White House (Presidential Proclamation),,2026,,government,T1,en,US,https://www.whitehouse.gov/presidential-actions/2026/01/adjusting-imports-of-semiconductors-semiconductor-manufacturing-equipment-and-their-derivative-products-into-the-united-states/,,,,,,fetched,,not_applicable,True,2026-07-13T00:00:00Z,2026-07-13T00:00:00Z,06_Frontier_Idea_Research_2026-07,L06 | P3R2-F-22,5,"Effective 2026-01-15, a 25% Section 232 tariff applies to a narrow category of advanced computing chips and derivative products described in an Annex; published scope text does not explicitly enumerate passive RF components.",US policy/timing-context source; should not be over-claimed as a direct trigger for vacuum capacitors specifically given its stated scope.
